n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.global.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.global.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.global.epistasis.avg.max
7.600e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.128e-01	4.286e-01	3.987e-01	4.465e-01	3.287e-01	3.172e-01	3.603e-01	2.922e-01	2.500e-01	3.077e-01	8.185e-01	8.182e-01	8.188e-01	5.870e-01	5.700e-01	5.933e-01	4.082e-01	4.024e-01	4.430e-01	2.627e-01	2.512e-01	2.864e-01	1.615e-01	1.406e-01	1.767e-01	8.182e-01	8.182e-01	8.182e-01	6.030e-01	5.960e-01	6.116e-01	4.266e-01	4.126e-01	4.465e-01	3.157e-01	3.005e-01	3.355e-01	2.792e-01	2.424e-01	3.009e-01	8.185e-01	8.182e-01	8.191e-01	5.748e-01	5.718e-01	5.761e-01	3.791e-01	3.733e-01	3.861e-01	2.252e-01	2.206e-01	2.303e-01	1.048e-01	1.018e-01	1.121e-01
7.700e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.128e-01	4.307e-01	3.987e-01	4.465e-01	3.293e-01	3.172e-01	3.620e-01	2.949e-01	2.500e-01	3.077e-01	8.182e-01	8.182e-01	8.188e-01	5.876e-01	5.703e-01	5.933e-01	4.085e-01	4.033e-01	4.421e-01	2.636e-01	2.512e-01	2.870e-01	1.624e-01	1.427e-01	1.785e-01	8.182e-01	8.182e-01	8.182e-01	6.030e-01	5.960e-01	6.116e-01	4.266e-01	4.126e-01	4.465e-01	3.157e-01	3.007e-01	3.354e-01	2.810e-01	2.424e-01	3.009e-01	8.185e-01	8.182e-01	8.191e-01	5.745e-01	5.724e-01	5.761e-01	3.797e-01	3.733e-01	3.864e-01	2.255e-01	2.212e-01	2.312e-01	1.045e-01	1.015e-01	1.115e-01
7.800e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.162e-01	4.307e-01	3.985e-01	4.481e-01	3.293e-01	3.172e-01	3.620e-01	2.949e-01	2.500e-01	3.091e-01	8.182e-01	8.182e-01	8.188e-01	5.864e-01	5.715e-01	5.933e-01	4.112e-01	4.003e-01	4.415e-01	2.621e-01	2.512e-01	2.876e-01	1.639e-01	1.427e-01	1.806e-01	8.182e-01	8.182e-01	8.182e-01	6.030e-01	5.978e-01	6.116e-01	4.266e-01	4.113e-01	4.465e-01	3.163e-01	3.049e-01	3.354e-01	2.857e-01	2.424e-01	3.009e-01	8.185e-01	8.182e-01	8.191e-01	5.748e-01	5.712e-01	5.767e-01	3.794e-01	3.730e-01	3.873e-01	2.248e-01	2.212e-01	2.309e-01	1.058e-01	1.018e-01	1.109e-01
7.900e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.162e-01	4.307e-01	3.985e-01	4.481e-01	3.293e-01	3.172e-01	3.636e-01	2.949e-01	2.500e-01	3.091e-01	8.182e-01	8.182e-01	8.188e-01	5.855e-01	5.715e-01	5.933e-01	4.115e-01	4.018e-01	4.406e-01	2.639e-01	2.509e-01	2.870e-01	1.645e-01	1.452e-01	1.806e-01	8.182e-01	8.182e-01	8.182e-01	6.030e-01	5.978e-01	6.116e-01	4.266e-01	4.113e-01	4.465e-01	3.144e-01	3.049e-01	3.355e-01	2.857e-01	2.452e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.752e-01	5.712e-01	5.767e-01	3.794e-01	3.733e-01	3.873e-01	2.264e-01	2.212e-01	2.309e-01	1.045e-01	1.021e-01	1.118e-01
8.000e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.162e-01	4.307e-01	3.985e-01	4.481e-01	3.293e-01	3.172e-01	3.636e-01	2.955e-01	2.500e-01	3.091e-01	8.182e-01	8.182e-01	8.188e-01	5.845e-01	5.712e-01	5.939e-01	4.124e-01	4.027e-01	4.376e-01	2.648e-01	2.515e-01	2.930e-01	1.658e-01	1.461e-01	1.809e-01	8.182e-01	8.182e-01	8.182e-01	6.030e-01	5.978e-01	6.116e-01	4.266e-01	4.110e-01	4.465e-01	3.144e-01	3.049e-01	3.355e-01	2.857e-01	2.452e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.748e-01	5.718e-01	5.764e-01	3.797e-01	3.721e-01	3.870e-01	2.267e-01	2.218e-01	2.315e-01	1.045e-01	1.021e-01	1.118e-01
8.100e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.162e-01	4.307e-01	3.985e-01	4.481e-01	3.290e-01	3.172e-01	3.636e-01	2.922e-01	2.500e-01	3.100e-01	8.182e-01	8.182e-01	8.188e-01	5.845e-01	5.727e-01	5.936e-01	4.124e-01	4.015e-01	4.382e-01	2.636e-01	2.515e-01	2.930e-01	1.655e-01	1.476e-01	1.815e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.143e-01	4.266e-01	4.110e-01	4.465e-01	3.144e-01	3.049e-01	3.387e-01	2.857e-01	2.458e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.748e-01	5.715e-01	5.764e-01	3.794e-01	3.721e-01	3.876e-01	2.270e-01	2.203e-01	2.324e-01	1.055e-01	1.021e-01	1.115e-01
8.200e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.162e-01	4.307e-01	3.985e-01	4.481e-01	3.290e-01	3.182e-01	3.636e-01	2.922e-01	2.525e-01	3.100e-01	8.182e-01	8.182e-01	8.188e-01	5.852e-01	5.706e-01	5.942e-01	4.112e-01	4.003e-01	4.373e-01	2.658e-01	2.518e-01	2.948e-01	1.648e-01	1.512e-01	1.812e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.143e-01	4.268e-01	4.110e-01	4.429e-01	3.144e-01	3.049e-01	3.387e-01	2.929e-01	2.517e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.748e-01	5.715e-01	5.764e-01	3.797e-01	3.724e-01	3.873e-01	2.267e-01	2.206e-01	2.321e-01	1.045e-01	1.021e-01	1.115e-01
8.300e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.143e-01	4.307e-01	3.985e-01	4.481e-01	3.290e-01	3.182e-01	3.636e-01	2.922e-01	2.702e-01	3.100e-01	8.182e-01	8.182e-01	8.188e-01	5.852e-01	5.703e-01	5.942e-01	4.124e-01	3.994e-01	4.376e-01	2.670e-01	2.533e-01	2.936e-01	1.652e-01	1.521e-01	1.809e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.116e-01	4.268e-01	4.110e-01	4.429e-01	3.144e-01	3.051e-01	3.387e-01	2.929e-01	2.517e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.748e-01	5.715e-01	5.770e-01	3.794e-01	3.730e-01	3.867e-01	2.270e-01	2.194e-01	2.327e-01	1.045e-01	1.018e-01	1.124e-01
8.400e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.978e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.268e-01	3.182e-01	3.636e-01	2.922e-01	2.702e-01	3.111e-01	8.182e-01	8.182e-01	8.188e-01	5.858e-01	5.700e-01	5.942e-01	4.121e-01	3.988e-01	4.397e-01	2.700e-01	2.533e-01	2.933e-01	1.670e-01	1.524e-01	1.845e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.116e-01	4.268e-01	4.110e-01	4.429e-01	3.144e-01	3.052e-01	3.466e-01	2.955e-01	2.517e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.752e-01	5.718e-01	5.773e-01	3.785e-01	3.724e-01	3.848e-01	2.264e-01	2.197e-01	2.330e-01	1.052e-01	1.027e-01	1.124e-01
8.500e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.313e-01	3.192e-01	3.636e-01	2.922e-01	2.702e-01	3.111e-01	8.182e-01	8.182e-01	8.188e-01	5.852e-01	5.700e-01	5.948e-01	4.136e-01	3.997e-01	4.385e-01	2.694e-01	2.548e-01	2.939e-01	1.682e-01	1.530e-01	1.848e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.116e-01	4.266e-01	4.110e-01	4.429e-01	3.157e-01	3.074e-01	3.466e-01	2.955e-01	2.517e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.755e-01	5.718e-01	5.779e-01	3.785e-01	3.721e-01	3.852e-01	2.273e-01	2.197e-01	2.336e-01	1.055e-01	1.018e-01	1.136e-01
8.600e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.313e-01	3.152e-01	3.636e-01	2.929e-01	2.702e-01	3.111e-01	8.182e-01	8.182e-01	8.188e-01	5.852e-01	5.706e-01	5.948e-01	4.133e-01	4.006e-01	4.385e-01	2.691e-01	2.548e-01	2.955e-01	1.679e-01	1.530e-01	1.833e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.116e-01	4.266e-01	4.110e-01	4.429e-01	3.160e-01	3.051e-01	3.466e-01	2.955e-01	2.576e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.755e-01	5.718e-01	5.773e-01	3.803e-01	3.721e-01	3.858e-01	2.288e-01	2.200e-01	2.355e-01	1.064e-01	1.018e-01	1.139e-01
8.700e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.136e-01	4.307e-01	3.957e-01	4.481e-01	3.313e-01	3.172e-01	3.652e-01	2.955e-01	2.702e-01	3.124e-01	8.182e-01	8.182e-01	8.188e-01	5.864e-01	5.706e-01	5.948e-01	4.158e-01	4.006e-01	4.391e-01	2.691e-01	2.555e-01	2.952e-01	1.679e-01	1.542e-01	1.833e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.116e-01	4.266e-01	4.110e-01	4.429e-01	3.160e-01	3.051e-01	3.466e-01	2.955e-01	2.576e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.755e-01	5.718e-01	5.776e-01	3.803e-01	3.724e-01	3.864e-01	2.270e-01	2.200e-01	2.348e-01	1.076e-01	1.012e-01	1.130e-01
8.800e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.313e-01	3.192e-01	3.652e-01	3.009e-01	2.702e-01	3.124e-01	8.182e-01	8.182e-01	8.188e-01	5.867e-01	5.703e-01	5.952e-01	4.167e-01	4.012e-01	4.391e-01	2.700e-01	2.558e-01	2.952e-01	1.682e-01	1.533e-01	1.906e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.136e-01	4.266e-01	4.110e-01	4.424e-01	3.163e-01	3.051e-01	3.466e-01	2.955e-01	2.597e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.755e-01	5.715e-01	5.779e-01	3.803e-01	3.736e-01	3.861e-01	2.288e-01	2.200e-01	2.348e-01	1.073e-01	1.009e-01	1.124e-01
8.900e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.313e-01	3.192e-01	3.652e-01	3.009e-01	2.702e-01	3.124e-01	8.182e-01	8.182e-01	8.188e-01	5.870e-01	5.706e-01	5.945e-01	4.170e-01	4.009e-01	4.391e-01	2.709e-01	2.576e-01	2.952e-01	1.709e-01	1.524e-01	1.906e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.136e-01	4.268e-01	4.110e-01	4.424e-01	3.163e-01	3.074e-01	3.466e-01	2.955e-01	2.619e-01	3.030e-01	8.185e-01	8.182e-01	8.191e-01	5.755e-01	5.715e-01	5.788e-01	3.803e-01	3.724e-01	3.858e-01	2.291e-01	2.209e-01	2.342e-01	1.073e-01	1.018e-01	1.127e-01
9.000e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.409e-01	3.192e-01	3.652e-01	3.009e-01	2.702e-01	3.124e-01	8.182e-01	8.182e-01	8.185e-01	5.864e-01	5.712e-01	5.955e-01	4.182e-01	4.012e-01	4.409e-01	2.724e-01	2.588e-01	2.970e-01	1.718e-01	1.524e-01	1.903e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.143e-01	4.268e-01	4.110e-01	4.435e-01	3.163e-01	3.074e-01	3.466e-01	2.955e-01	2.619e-01	3.051e-01	8.185e-01	8.182e-01	8.191e-01	5.755e-01	5.721e-01	5.788e-01	3.794e-01	3.715e-01	3.848e-01	2.300e-01	2.221e-01	2.358e-01	1.073e-01	1.012e-01	1.124e-01
9.100e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.409e-01	3.192e-01	3.668e-01	3.009e-01	2.702e-01	3.131e-01	8.182e-01	8.182e-01	8.185e-01	5.858e-01	5.715e-01	5.958e-01	4.182e-01	4.018e-01	4.409e-01	2.697e-01	2.588e-01	2.952e-01	1.721e-01	1.542e-01	1.900e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.143e-01	4.268e-01	4.110e-01	4.435e-01	3.163e-01	3.074e-01	3.414e-01	2.955e-01	2.619e-01	3.054e-01	8.185e-01	8.182e-01	8.191e-01	5.755e-01	5.718e-01	5.788e-01	3.800e-01	3.715e-01	3.864e-01	2.291e-01	2.221e-01	2.348e-01	1.073e-01	1.012e-01	1.136e-01
9.200e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.409e-01	3.192e-01	3.668e-01	3.010e-01	2.702e-01	3.131e-01	8.182e-01	8.182e-01	8.185e-01	5.858e-01	5.712e-01	5.964e-01	4.182e-01	4.024e-01	4.415e-01	2.715e-01	2.588e-01	2.945e-01	1.742e-01	1.555e-01	1.903e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.143e-01	4.286e-01	4.110e-01	4.435e-01	3.163e-01	3.074e-01	3.414e-01	2.955e-01	2.619e-01	3.051e-01	8.185e-01	8.182e-01	8.191e-01	5.758e-01	5.721e-01	5.788e-01	3.797e-01	3.715e-01	3.864e-01	2.294e-01	2.221e-01	2.339e-01	1.073e-01	1.018e-01	1.142e-01
9.300e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.504e-01	3.192e-01	3.668e-01	3.010e-01	2.702e-01	3.131e-01	8.182e-01	8.182e-01	8.185e-01	5.861e-01	5.715e-01	5.970e-01	4.182e-01	4.027e-01	4.406e-01	2.730e-01	2.609e-01	2.933e-01	1.733e-01	1.555e-01	1.927e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.154e-01	4.286e-01	4.110e-01	4.435e-01	3.163e-01	3.074e-01	3.414e-01	2.955e-01	2.626e-01	3.051e-01	8.185e-01	8.182e-01	8.191e-01	5.761e-01	5.724e-01	5.788e-01	3.803e-01	3.715e-01	3.864e-01	2.291e-01	2.224e-01	2.339e-01	1.073e-01	1.018e-01	1.142e-01
9.400e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.307e-01	3.957e-01	4.481e-01	3.504e-01	3.192e-01	3.687e-01	3.011e-01	2.727e-01	3.131e-01	8.182e-01	8.182e-01	8.188e-01	5.858e-01	5.721e-01	5.973e-01	4.170e-01	4.027e-01	4.406e-01	2.712e-01	2.612e-01	2.924e-01	1.742e-01	1.536e-01	1.924e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.154e-01	4.286e-01	4.110e-01	4.463e-01	3.182e-01	3.074e-01	3.414e-01	2.990e-01	2.626e-01	3.052e-01	8.185e-01	8.182e-01	8.191e-01	5.764e-01	5.712e-01	5.785e-01	3.800e-01	3.715e-01	3.858e-01	2.297e-01	2.224e-01	2.342e-01	1.082e-01	1.018e-01	1.142e-01
9.500e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.351e-01	3.957e-01	4.481e-01	3.504e-01	3.192e-01	3.700e-01	3.011e-01	2.727e-01	3.131e-01	8.182e-01	8.182e-01	8.185e-01	5.848e-01	5.727e-01	5.976e-01	4.179e-01	4.021e-01	4.406e-01	2.730e-01	2.630e-01	2.939e-01	1.739e-01	1.536e-01	1.945e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	5.978e-01	6.154e-01	4.286e-01	4.110e-01	4.463e-01	3.207e-01	3.081e-01	3.418e-01	2.990e-01	2.626e-01	3.052e-01	8.185e-01	8.182e-01	8.191e-01	5.767e-01	5.709e-01	5.785e-01	3.806e-01	3.724e-01	3.858e-01	2.303e-01	2.212e-01	2.342e-01	1.076e-01	1.027e-01	1.145e-01
9.600e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.351e-01	3.957e-01	4.481e-01	3.504e-01	3.192e-01	3.704e-01	3.030e-01	2.727e-01	3.131e-01	8.182e-01	8.182e-01	8.185e-01	5.839e-01	5.721e-01	5.976e-01	4.188e-01	4.021e-01	4.412e-01	2.745e-01	2.624e-01	2.948e-01	1.742e-01	1.539e-01	1.948e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	6.006e-01	6.154e-01	4.286e-01	4.110e-01	4.463e-01	3.207e-01	3.081e-01	3.401e-01	2.990e-01	2.626e-01	3.052e-01	8.185e-01	8.182e-01	8.191e-01	5.770e-01	5.718e-01	5.782e-01	3.821e-01	3.724e-01	3.861e-01	2.318e-01	2.218e-01	2.339e-01	1.079e-01	1.024e-01	1.145e-01
9.700e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.351e-01	3.957e-01	4.481e-01	3.504e-01	3.192e-01	3.700e-01	3.030e-01	2.753e-01	3.131e-01	8.182e-01	8.182e-01	8.185e-01	5.842e-01	5.721e-01	5.982e-01	4.203e-01	4.024e-01	4.412e-01	2.752e-01	2.642e-01	2.952e-01	1.770e-01	1.561e-01	1.955e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	6.006e-01	6.154e-01	4.289e-01	4.110e-01	4.463e-01	3.207e-01	3.081e-01	3.519e-01	2.990e-01	2.626e-01	3.051e-01	8.188e-01	8.182e-01	8.191e-01	5.764e-01	5.712e-01	5.788e-01	3.821e-01	3.721e-01	3.864e-01	2.303e-01	2.218e-01	2.361e-01	1.082e-01	1.027e-01	1.145e-01
9.800e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.143e-01	4.351e-01	3.957e-01	4.481e-01	3.504e-01	3.192e-01	3.700e-01	3.030e-01	2.753e-01	3.152e-01	8.182e-01	8.182e-01	8.185e-01	5.848e-01	5.730e-01	5.991e-01	4.209e-01	4.030e-01	4.421e-01	2.758e-01	2.645e-01	2.955e-01	1.755e-01	1.570e-01	1.961e-01	8.182e-01	8.182e-01	8.182e-01	6.033e-01	6.006e-01	6.154e-01	4.289e-01	4.110e-01	4.463e-01	3.207e-01	3.081e-01	3.519e-01	2.990e-01	2.626e-01	3.071e-01	8.188e-01	8.182e-01	8.191e-01	5.761e-01	5.712e-01	5.788e-01	3.818e-01	3.715e-01	3.867e-01	2.303e-01	2.218e-01	2.361e-01	1.085e-01	1.024e-01	1.145e-01
9.900e+03	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.136e-01	4.351e-01	3.957e-01	4.481e-01	3.504e-01	3.192e-01	3.732e-01	3.030e-01	2.727e-01	3.152e-01	8.182e-01	8.182e-01	8.185e-01	5.852e-01	5.730e-01	5.982e-01	4.212e-01	4.045e-01	4.430e-01	2.767e-01	2.652e-01	2.948e-01	1.770e-01	1.573e-01	2.003e-01	8.182e-01	8.182e-01	8.182e-01	6.035e-01	6.006e-01	6.154e-01	4.289e-01	4.110e-01	4.463e-01	3.207e-01	3.081e-01	3.519e-01	2.990e-01	2.626e-01	3.074e-01	8.188e-01	8.182e-01	8.194e-01	5.755e-01	5.709e-01	5.791e-01	3.815e-01	3.724e-01	3.864e-01	2.303e-01	2.212e-01	2.382e-01	1.094e-01	1.027e-01	1.145e-01
1.000e+04	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.136e-01	4.351e-01	3.957e-01	4.481e-01	3.504e-01	3.182e-01	3.748e-01	3.030e-01	2.727e-01	3.172e-01	8.182e-01	8.182e-01	8.185e-01	5.852e-01	5.724e-01	5.991e-01	4.209e-01	4.045e-01	4.436e-01	2.767e-01	2.658e-01	2.952e-01	1.770e-01	1.561e-01	2.012e-01	8.182e-01	8.182e-01	8.182e-01	6.035e-01	6.006e-01	6.154e-01	4.303e-01	4.110e-01	4.463e-01	3.207e-01	3.081e-01	3.519e-01	2.990e-01	2.645e-01	3.091e-01	8.188e-01	8.182e-01	8.194e-01	5.755e-01	5.709e-01	5.788e-01	3.815e-01	3.724e-01	3.858e-01	2.309e-01	2.209e-01	2.373e-01	1.106e-01	1.036e-01	1.148e-01
1.010e+04	8.182e-01	8.182e-01	8.182e-01	6.061e-01	5.985e-01	6.136e-01	4.351e-01	3.957e-01	4.481e-01	3.504e-01	3.182e-01	3.748e-01	3.030e-01	2.771e-01	3.226e-01	8.182e-01	8.182e-01	8.182e-01	5.855e-01	5.730e-01	5.997e-01	4.209e-01	4.045e-01	4.436e-01	2.773e-01	2.667e-01	2.967e-01	1.782e-01	1.564e-01	1.997e-01	8.182e-01	8.182e-01	8.182e-01	6.035e-01	6.006e-01	6.154e-01	4.303e-01	4.110e-01	4.416e-01	3.207e-01	3.081e-01	3.519e-01	2.990e-01	2.626e-01	3.091e-01	8.188e-01	8.182e-01	8.194e-01	5.752e-01	5.712e-01	5.788e-01	3.815e-01	3.724e-01	3.864e-01	2.300e-01	2.221e-01	2.367e-01	1.118e-01	1.024e-01	1.155e-01
